drugbank_id,disease_id
DB01625,C1541124
DB01625,C0034194
DB00289,C1257877
DB00289,C0031511
DB00289,C4551683
DB00289,C1578905
DB00289,C1571912
DB15883,C0010346
DB15883,C0156147
DB15883,C0678202
DB15883,C0678201
DB15883,C1542621
DB01544,C4761103
DB01544,C0026896
DB01544,C0751339
DB01544,C0751340
DB05528,C0438717
DB05528,C0859350
DB12466,C0868560
DB12466,C0451636
DB12466,C0549206
DB13612,C0008049
DB13612,C0586989
DB11642,C0242205
DB11642,C1623040
DB11642,C1623041
DB15860,C0042963
DB15860,C1971680
DB15860,C1963661
DB14151,C0573817
DB01042,C0085605
DB01042,C1541855
DB12708,C0009324
DB12708,C0033247
DB00584,C0868560
DB00584,C0451636
DB00584,C0549206
DB00389,C0267938
DB00389,C0267937
DB00389,C0001339
DB15119,C2316810
DB15119,C1719537
DB15119,C0022661
DB09106,C0151699
DB09106,C0751893
DB09106,C0553692
DB01407,C4551472
DB01407,C0700053
DB01407,C1971648
DB01407,C0007194
DB00178,C0011849
DB00178,C1802373
DB00178,C0011880
DB06218,C0264906
DB11901,C0868560
DB11901,C0451636
DB11901,C0549206
DB00872,C0003460
DB00367,C2979982
DB00367,C0042134
DB00367,C0018948
DB00307,C0868560
DB00307,C0451636
DB00307,C0549206
DB14510,C0012817
DB18968,C0868560
DB18968,C0451636
DB18968,C0549206
DB00190,C0017605
DB01276,C5967998
DB00557,C5848306
DB00557,C5848305
DB01403,C1257877
DB01403,C0031511
DB01403,C4551683
DB01403,C1578905
DB01403,C1571912
DB04839,C0349604
DB04839,C1384408
DB04839,C1384406
DB04839,C0751304
DB04839,C1334261
DB04839,C3163622
DB04839,C0025286
DB04839,C0334605
DB04839,C0334609
DB04839,C0205834
DB04839,C0259785
DB04839,C0334606
DB04839,C0281784
DB04839,C0334607
DB04839,C1565951
DB04839,C0334611
DB04839,C0334610
DB04839,C1527197
DB04839,C0457190
DB04839,C0347515
DB04839,C0431121
DB04839,C0334608
DB04839,C1335107
DB04839,C0751303
DB04839,C1565950
DB04839,C1334271
DB04839,C1762616
DB04839,C1571848
DB12768,C0242205
DB12768,C1623040
DB12768,C1623041
DB08971,C0032372
DB00571,C0004096
DB00875,C0001969
DB00875,C0392620
DB08907,C2316810
DB08907,C1719537
DB08907,C0022661
DB00981,C0017086
DB00965,C0014127
DB00965,C0007861
DB00965,C0007860
DB00052,C0730278
DB13335,C4761103
DB13335,C0026896
DB13335,C0751339
DB13335,C0751340
DB04824,C0854119
DB04824,C0003615
DB13169,C0600139
DB13169,C0376358
DB13169,C1330959
DB06282,C1565489
DB06282,C0035078
DB06282,C0232807
DB13415,C1145670
DB00388,C0042514
DB00388,C5574657
DB00388,C5392971
DB00388,C2919575
DB00388,C0030590
DB00388,C0030591
DB06788,C0868560
DB06788,C0451636
DB06788,C0549206
DB00572,C0178879
DB03127,C0868560
DB03127,C0451636
DB03127,C0549206
DB01340,C3266719
DB03256,C0149521
DB00489,C0004096
DB06782,C1306571
DB06782,C0085605
DB09258,C0272285
DB01588,C4761103
DB01588,C0026896
DB01588,C0751339
DB01588,C0751340
DB14222,C0021051
DB00177,C0868560
DB00177,C0451636
DB00177,C0549206
DB05381,C0542051
DB05381,C0262385
DB13728,C0162628
DB12612,C1536132
DB12612,C0264716
DB13694,C0581377
DB13694,C0018801
DB00216,C0151744
DB00216,C0010054
DB00216,C2003997
DB00464,C0275518
DB00464,C3714514
DB01239,C0151723
DB06725,C0042109
DB06725,C0221232
DB06725,C1536458
DB06725,C1534272
DB01132,C1536132
DB01132,C0264716
DB13170,C0400843
DB04552,C0010474
DB04552,C0013295
DB04552,C4290200
DB04552,C0267251
DB04552,C0030920
DB00343,C0027051
DB00343,C0010072
DB00343,C1534922
DB00343,C1534921
DB00741,C0242073
DB06706,C0024799
DB06706,C0030920
DB06706,C1384631
DB06706,C1971686
DB06706,C1579179
DB16625,C3805038
DB04846,C0085610
DB12221,C0003460
DB01067,C1263959
DB16622,C1536052
DB13710,C1565489
DB13710,C0035078
DB13710,C0232807
DB01406,C5848306
DB01406,C5848305
DB03256,C0023890
DB03256,C1579182
DB15990,C5886841
DB00727,C0151740
DB00727,C1542810
DB04743,C0015967
DB15071,C0684343
DB15071,C0587046
DB01424,C0085096
DB01424,C0851815
DB01424,C1306889
DB01357,C0476089
DB01357,C1879358
DB00921,C0038362
DB15821,C0008049
DB15821,C0586989
DB08814,C0024799
DB08814,C0030920
DB08814,C1384631
DB08814,C1971686
DB08814,C1579179
DB06285,C0005944
DB06285,C0029453
DB00952,C0003811
DB00952,C0264886
DB00653,C0032914
DB00653,C5574918
DB00653,C0495181
DB00653,C4551893
DB00653,C1534259
DB00653,C0341950
DB01173,C0014848
DB01173,C0859976
DB06480,C1565489
DB06480,C0035078
DB06480,C0232807
DB06655,C4048306
DB00468,C0034155
DB13354,C0085605
DB13354,C1541855
DB01284,C0281774
DB13710,C0006142
DB13166,C1268945
DB09133,C0005779
DB01156,C1868885
DB01156,C0020538
DB04844,C0038661
DB04844,C0852733
DB08885,C1540864
DB19325,C0017601
DB19325,C0851705
DB00875,C0151763
DB00875,C0023895
DB00875,C0160390
DB11560,C2316810
DB11560,C1719537
DB11560,C0022661
DB12487,C5848306
DB12487,C5848305
DB00834,C0476089
DB00834,C1879358
DB00182,C1299544
DB00844,C0236124
DB00921,C0014544
DB12905,C0868560
DB12905,C0451636
DB12905,C0549206
DB12545,C2242494
DB00367,C0149959
DB00367,C1442994
DB00367,C2004370
DB01233,C0030567
DB01233,C1399358
DB01233,C0865476
DB01233,C0865475
DB01233,C0242422
DB00782,C0178879
DB01233,C0011581
DB01233,C0344315
DB01233,C0011570
DB01233,C0086132
DB01233,C0086133
DB01233,C1541623
DB01233,C1541625
DB01233,C0013415
DB01233,C4087263
DB06192,C0151744
DB06192,C0010054
DB06192,C2003997
DB09352,C0017605
DB09352,C1535232
DB09352,C0154947
DB09352,C0017606
DB11582,C0085620
DB11582,C0522224
DB03256,C0002896
DB12371,C0151517
DB00852,C0017605
DB01085,C0271105
DB01026,C1141890
DB00331,C0011880
DB00538,C0022660
DB00538,C2609414
DB00538,C1565662
DB00603,C0868560
DB00603,C0451636
DB00603,C0549206
DB04884,C0264886
DB04884,C4318382
DB04884,C1541924
DB04884,C2363058
DB09124,C1277190
DB00263,C0868560
DB00263,C0451636
DB00263,C0549206
DB13612,C0333276
DB00052,C0028754
DB01320,C0264906
DB01628,C1704436
DB01628,C1306889
DB01628,C0085096
DB01576,C0085631
DB01594,C1095927
DB01066,C0851333
DB01066,C0025521
DB00091,C0151746
DB00091,C1565489
DB09276,C4082937
DB09276,C0520459
DB09276,C6007103
DB09276,C0085819
DB09276,C0948692
DB13928,C5967998
DB00766,C0021345
DB00136,C0020437
DB00136,C0026141
DB00136,C1809471
DB00136,C1535536
DB09026,C0011849
DB09026,C1802373
DB09026,C0011880
DB04847,C0242205
DB04847,C1623040
DB04847,C1623041
DB00207,C0022354
DB02925,C0035078
DB06701,C0085631
DB12407,C0868560
DB12407,C0451636
DB12407,C0549206
DB13642,C0017601
DB13642,C0851705
DB00599,C2931689
DB00599,C0027126
DB12911,C0011603
DB12911,C3875321
DB12911,C0013595
DB01621,C0151559
DB01621,C0549249
DB01035,C0040479
DB01035,C4510938
DB00717,C0868560
DB00717,C0451636
DB00717,C0549206
DB01120,C0011854
DB01120,C1542035
DB01466,C0242205
DB01466,C1623040
DB01466,C1623041
DB01400,C0400843
DB13312,C0011849
DB13312,C1802373
DB13312,C0011880
DB02843,C0581377
DB02843,C0018801
DB00153,C1442839
DB00621,C0020437
DB00621,C0026141
DB00621,C1809471
DB00621,C1535536
DB00177,C0011849
DB00177,C1802373
DB00177,C0011880
DB00013,C0333099
DB00013,C0002940
DB06637,C5880507
DB00273,C0220981
DB06285,C0242205
DB06285,C1623040
DB06285,C1623041
DB15975,C0028961
DB15975,C3887784
DB00946,C0031046
DB14489,C0018995
DB14489,C0392514
DB14489,C1534239
DB09300,C0025160
DB09300,C1384597
DB01208,C2939465
DB01208,C1534235
DB01208,C0237987
DB00977,C1565489
DB00977,C0035078
DB00977,C0232807
DB00247,C0018824
DB15903,C0022350
DB15860,C0027497
DB15860,C2910396
DB00333,C0699757
DB00333,C0001969
DB01623,C0009421
DB01623,C0860634
DB01079,C2316810
DB01079,C1719537
DB01079,C0022661
DB13335,C0037315
DB13335,C0338495
DB13335,C4551689
DB13335,C1534531
DB13335,C0520679
DB01156,C0006370
DB01156,C2267227
DB01156,C0596170
DB06267,C1141890
DB13528,C0475858
DB13528,C0033774
DB00946,C0332798
DB00946,C0565627
DB00946,C0043250
DB14151,C0085681
DB09318,C0006142
DB13528,C0034065
DB13528,C0524702
DB13528,C4290142
DB13528,C4290143
DB13528,C4290144
DB13528,C1542784
DB01395,C1565662
DB01395,C2609414
DB01035,C0024141
DB01035,C0014060
DB15226,C1257877
DB15226,C0031511
DB15226,C4551683
DB15226,C1578905
DB15226,C1571912
DB14973,C0242205
DB14973,C1623040
DB14973,C1623041
DB00599,C0001883
DB00320,C0010073
DB00441,C0434133
DB01132,C0868560
DB01132,C0451636
DB01132,C0549206
DB12612,C0002965
DB12612,C0086666
DB12612,C1394765
DB12612,C2882088
DB12612,C2882087
DB12708,C0036572
DB12708,C1578448
DB00575,C0019087
DB00575,C1458140
DB00575,C0005779
DB13327,C0024799
DB13327,C0030920
DB13327,C1384631
DB13327,C1971686
DB13327,C1579179
DB00424,C1739363
DB00424,C2937421
DB00424,C1704272
DB00424,C0268841
DB00424,C0005694
DB00424,C1536970
DB09133,C0157749
DB09133,C0003869
DB08834,C0400979
DB06725,C0024799
DB06725,C0030920
DB06725,C1384631
DB06725,C1971686
DB06725,C1579179
DB00850,C0018939
DB00850,C0947743
DB00850,C1533163
DB01395,C1565489
DB01395,C0035078
DB01395,C0232807
DB11609,C0034072
DB09318,C0023895
DB09318,C0086565
DB09318,C0741485
DB01544,C1565489
DB01544,C0035078
DB01544,C0232807
DB15821,C0042214
DB15821,C0857841
DB16608,C0018213
DB16608,C1546327
DB16608,C0342122
DB16608,C1536333
DB16608,C5546093
DB16608,C0342142
DB00331,C1306571
DB00331,C0085605
DB01167,C0023434
DB00246,C0581377
DB00246,C0018801
DB13619,C0233794
DB13619,C0423927
DB13619,C1578595
DB08860,C0868560
DB08860,C0451636
DB08860,C0549206
DB11186,C0151559
DB11186,C0549249
DB13025,C0006142
DB05667,C0023890
DB05667,C1579182
DB16220,C0028756
DB16220,C0032897
DB16220,C0265222
DB16220,C1542302
DB00893,C0002871
DB11237,C1458140
DB11237,C0005779
DB08971,C0017601
DB08971,C0851705
DB01005,C0242205
DB01005,C1623040
DB01005,C1623041
DB01425,C1257877
DB01425,C0031511
DB01425,C4551683
DB01425,C1578905
DB01425,C1571912
DB00339,C0149896
DB00339,C2712871
DB00339,C1619733
DB00339,C0003868
DB00339,C0018099
DB00339,C0221168
DB00984,C0600139
DB00984,C0376358
DB00208,C0600502
DB15889,C0267465
DB15889,C1535156
DB00286,C0033626
DB00286,C0242666
DB01136,C0264906
DB00655,C0349579
DB00655,C0014173
DB00655,C0349578
DB00655,C0456483
DB00655,C0010673
DB13844,C1096277
DB16183,C5848306
DB16183,C5848305
DB15999,C0039128
DB15999,C1578686
DB09238,C0027051
DB09238,C0010072
DB09238,C1534922
DB09238,C1534921
DB00353,C0040524
DB00353,C0542241
DB12212,C0221047
DB12212,C0428908
DB12212,C0037052
DB12212,C1579172
DB22664,C0242205
DB22664,C1623040
DB22664,C1623041
DB15975,C0750394
DB15975,C0947917
DB15975,C0023530
DB12472,C0235568
DB12472,C1262144
DB00331,C0011175
DB00331,C1136135
DB14115,C0162538
DB09212,C0868560
DB09212,C0451636
DB09212,C0549206
DB12708,C0004096
DB00553,C2145969
DB00553,C5392168
DB00553,C0003534
DB00553,C0546244
DB04185,C0042769
DB04185,C0948998
DB04185,C0949096
DB13574,C3714618
DB13574,C0020550
DB13574,C1578637
DB13574,C1546327
DB13728,C0008049
DB13728,C0586989
DB15903,C0019209
DB13673,C0041322
DB01393,C1565489
DB01393,C0035078
DB01393,C0232807
DB08985,C0581377
DB08985,C0018801
DB00323,C0023895
DB00323,C0086565
DB00323,C0741485
DB16200,C2028293
DB16200,C0018482
DB01646,C0156181
DB01646,C1535183
DB01579,C1299544
DB13312,C0431691
DB13312,C0266294
DB13312,C1504368
DB01605,C0239296
DB01605,C4551650
DB01605,C1393788
DB01605,C0267077
DB01605,C0014866
DB00742,C3472181
DB16000,C0042769
DB16000,C0948998
DB16000,C0949096
DB00921,C1141890
DB01594,C0270374
DB00216,C0043202
DB00216,C0392470
DB00216,C1571879
DB00342,C0023895
DB00342,C0086565
DB00342,C0741485
DB06777,C0008311
DB11994,C0010346
DB11994,C0156147
DB11994,C0678202
DB11994,C0678201
DB11994,C1542621
DB01251,C0235401
DB01251,C0580546
DB01251,C0151671
DB01251,C0271650
DB01251,C0159069
DB01251,C0362046
DB06412,C0868560
DB06412,C0451636
DB06412,C0549206
DB00397,C3714618
DB00397,C0020550
DB00397,C1578637
DB00397,C1546327
DB00054,C0040034
DB00054,C0392386
DB00054,C0242584
DB01173,C1739363
DB01173,C2937421
DB01173,C1704272
DB12474,C5848306
DB12474,C5848305
DB09218,C0868560
DB09218,C0451636
DB09218,C0549206
DB15998,C0546817
DB16625,C0006142
DB05990,C1619727
DB05990,C0023890
DB14510,C0019114
DB14500,C0740411
DB14500,C0522063
DB00367,C0040038
DB15258,C0034155
DB00957,C0023895
DB00957,C0086565
DB00957,C0741485
DB00394,C0162628
DB06144,C1141890
DB04861,C0221047
DB04861,C0428908
DB04861,C0037052
DB04861,C1579172
DB12328,C0520547
DB00969,C0025162
DB00977,C0040038
DB13312,C0007194
DB13312,C3665332
DB13384,C0542052
DB00022,C0241910
DB00022,C4721555
DB00022,C3264460
DB00022,C0520463
DB13497,C0017601
DB13497,C0851705
DB00981,C0400843
DB06267,C0850624
DB06267,C5392828
DB06267,C4324389
DB06267,C0850664
DB00384,C0856882
DB00384,C0853760
DB01466,C1827786
DB00421,C0020461
DB00421,C5979967
DB00327,C0267474
DB00327,C0030446
DB12530,C0085393
DB12530,C0021051
DB00572,C0039231
DB00572,C0080203
DB00722,C0011849
DB00722,C1802373
DB00722,C0011880
DB00624,C0242205
DB00624,C1623040
DB00624,C1623041
DB00977,C0459853
DB00462,C0178879
DB00974,C0003460
DB00879,C0019693
DB00879,C4505456
DB00879,C1535437
DB00879,C3854222
DB00957,C0868560
DB00957,C0451636
DB00957,C0549206
DB00999,C0003460
DB01076,C0868560
DB01076,C0451636
DB01076,C0549206
DB00320,C1704436
DB00320,C1306889
DB00320,C0085096
DB01029,C1536133
DB01029,C0264716
DB00977,C0023903
DB00977,C0345904
DB14634,C0008049
DB15883,C0151664
DB09260,C1868885
DB09260,C0020538
DB01210,C0151517
DB03754,C0003460
DB01511,C4761103
DB01511,C0026896
DB01511,C0751339
DB01511,C0751340
DB02959,C0868560
DB02959,C0451636
DB02959,C0549206
DB00105,C0241910
DB00105,C4721555
DB00105,C3264460
DB00105,C0520463
DB08868,C0581377
DB08868,C0018801
DB11699,C0868560
DB11699,C0451636
DB11699,C0549206
DB00983,C0155880
DB00983,C0004096
DB00983,C1387164
DB00983,C1260881
DB00983,C0494660
DB00983,C1388869
DB00983,C0155877
DB00983,C0264411
DB00983,C1319018
DB16159,C0038358
DB16159,C4290199
DB16159,C1275742
DB16159,C0267112
DB16159,C1535144
DB01511,C0394996
DB01511,C0001969
DB01625,C4761103
DB01625,C0026896
DB01625,C0751339
DB01625,C0751340
DB04844,C0948807
DB04844,C0086565
DB00563,C0868560
DB00563,C0451636
DB00563,C0549206
DB00031,C0006118
DB00031,C0496899
DB00031,C0153633
DB00031,C1527390
DB00031,C0220650
DB00031,C0750977
DB00031,C0750974
DB00031,C0750979
DB00806,C0035317
DB16022,C0017601
DB16022,C0851705
DB01214,C0748712
DB03312,C0085393
DB03312,C0021051
DB15825,C0009806
DB00242,C0868560
DB00242,C0451636
DB00242,C0549206
DB09267,C0007787
DB09267,C1579022
DB09267,C1546197
DB00041,C0021845
DB12016,C0221047
DB12016,C0428908
DB12016,C0037052
DB12016,C1579172
DB12478,C0155626
DB12478,C4290138
DB12478,C4290137
DB12478,C0264688
DB12478,C0264686
DB12478,C0151814
DB12478,C0027051
DB12478,C0010072
DB12478,C1534922
DB12478,C1534921
DB01294,C0017181
DB01294,C0018932
DB12612,C0007787
DB12612,C1579022
DB12612,C1546197
DB00911,C0009207
DB00911,C1571834
DB13735,C1527303
DB13735,C0024117
DB13735,C0348693
DB13735,C1390714
DB13735,C0155874
DB15785,C0011615
DB15785,C0013595
DB15785,C0086196
DB00108,C0023524
DB13415,C0036572
DB13415,C1578448
DB00305,C0005779
DB13844,C0016382
DB13844,C5848177
DB13844,C0476233
DB13844,C0005874
DB09100,C0405580
DB09100,C0001623
DB13312,C0003507
DB13528,C0007787
DB13528,C1579022
DB13528,C1546197
DB08976,C0024799
DB08976,C0030920
DB08976,C1384631
DB08976,C1971686
DB08976,C1579179
DB00284,C1328480
DB00007,C0023903
DB00007,C0345904
DB00750,C0272087
DB00750,C3665425
DB00750,C2873821
DB00750,C0268193
DB00750,C1534445
DB00058,C0162538
DB00592,C0036572
DB00592,C1578448
DB00977,C1277190
DB15842,C0035078
DB12930,C0394996
DB12930,C0001969
DB13953,C0006142
DB02329,C0020538
DB02329,C0857121
DB02329,C0497247
DB02329,C2240377
DB13064,C0242205
DB13064,C1623040
DB13064,C1623041
DB00588,C0038218
DB00588,C4319581
DB13803,C0020461
DB13803,C5979967
DB00998,C2004435
DB00669,C1868885
DB00669,C0020538
DB05258,C0455539
DB15669,C0023890
DB15669,C1579182
DB12708,C0002895
DB12708,C0853729
DB12708,C0494229
DB00571,C0036980
DB13353,C0868560
DB13353,C0451636
DB13353,C0549206
DB00304,C0678222
DB00304,C0006142
DB15883,C0017181
DB15883,C0018932
DB09167,C4761103
DB09167,C0026896
DB09167,C0751339
DB09167,C0751340
DB00603,C0006142
DB15835,C0019917
DB15835,C1537222
DB13091,C0521587
DB00013,C0019087
DB00013,C1458140
DB00013,C0005779
DB00592,C0023895
DB00592,C0086565
DB00592,C0741485
DB15576,C0856716
DB15576,C1319853
DB15576,C5704570
DB00977,C0010054
DB00977,C1299433
DB00977,C1956346
DB00977,C0852153
DB00977,C0852149
DB00977,C2003996
DB00823,C0031556
DB00823,C0040046
DB00242,C0852479
DB00242,C0006826
DB00242,C1306459
DB00242,C1579213
DB00400,C0868560
DB00400,C0451636
DB00400,C0549206
DB00433,C0009421
DB00433,C0860634
DB09272,C0400843
DB00741,C3472181
DB11186,C0868560
DB11186,C0451636
DB11186,C0549206
DB01558,C0037315
DB01558,C0338495
DB01558,C4551689
DB01558,C1534531
DB01558,C0520679
DB14583,C0023903
DB14583,C0345904
DB16165,C0001623
DB16165,C0405580
DB09236,C0002965
DB09236,C0086666
DB09236,C1394765
DB09236,C2882088
DB09236,C2882087
DB01029,C0011849
DB01029,C1802373
DB01029,C0011880
DB14587,C0264219
DB00253,C0015405
DB00754,C0086565
DB00322,C0151773
DB00322,C0280962
DB14596,C0015405
DB14151,C0451641
DB14151,C1971733
DB09039,C0268186
DB00682,C0020540
DB13619,C1258215
DB13619,C4019039
DB13619,C0021843
DB06283,C3887134
DB00794,C5848306
DB00794,C5848305
DB00571,C0581377
DB00571,C0018801
DB16585,C0020461
DB16585,C5979967
DB03754,C0268048
DB00696,C0086565
DB09317,C0023895
DB09317,C0086565
DB09317,C0741485
DB09285,C1536133
DB09285,C0264716
DB15968,C0017601
DB15968,C0851705
DB00328,C0005779
DB13803,C1142529
DB13803,C0549249
DB13803,C0948807
DB13803,C0086565
DB06706,C0005956
DB00627,C0023895
DB00627,C0086565
DB00627,C0741485
DB13528,C0398625
DB00770,C0026764
DB00193,C0034072
DB00462,C2363890
DB04165,C0154246
DB00422,C0040156
DB00422,C1546327
DB00422,C1578637
DB00422,C0020550
DB00652,C0034072
DB01057,C0017605
DB01057,C1535232
DB01057,C0154947
DB01057,C0017606
DB11610,C0400843
DB08804,C0868560
DB08804,C0451636
DB08804,C0549206
DB00946,C0040034
DB00946,C0392386
DB00946,C0242584
DB00193,C1258215
DB00193,C4019039
DB00193,C0021843
DB15835,C0019357
DB00491,C1328480
DB15669,C2316810
DB15669,C1719537
DB15669,C0022661
DB09094,C0868560
DB09094,C0451636
DB09094,C0549206
DB00328,C0039685
DB00328,C2910129
DB00696,C0085096
DB00696,C1306889
DB00945,C0085605
DB00945,C1541855
DB00052,C0026771
DB00521,C0730607
DB16625,C1277614
DB00586,C0009324
DB00586,C0033247
DB00343,C0004239
DB12472,C0340031
DB06401,C0868560
DB06401,C0451636
DB06401,C0549206
DB00035,C0020625
DB00035,C1534240
DB00035,C0020645
DB14510,C0002878
DB12911,C4228089
DB15883,C0242205
DB15883,C1623040
DB15883,C1623041
DB00424,C0151744
DB00424,C1510446
DB00424,C0010054
DB01621,C0027932
DB16000,C0409974
DB16000,C0024141
DB00066,C0020659
DB00066,C0751241
DB00066,C0751238
DB00066,C0751242
DB00066,C0751239
DB00066,C0751236
DB00440,C0868560
DB00440,C0451636
DB00440,C0549206
DB09564,C0745153
DB09564,C0020615
DB00647,C0020440
DB00304,C0031556
DB00304,C0040046
DB01211,C0022354
DB12235,C0267797
DB00418,C0743330
DB00418,C0013404
DB00418,C0085619
DB00418,C0455540
DB13497,C0236124
DB12661,C0868560
DB12661,C0451636
DB12661,C0549206
DB01026,C0242205
DB01026,C1623040
DB01026,C1623041
DB05187,C0868560
DB05187,C0451636
DB05187,C0549206
DB00397,C1257877
DB00397,C0031511
DB00397,C4551683
DB00397,C1578905
DB00397,C1571912
DB01296,C0577625
DB01296,C0016470
DB00655,C1861172
DB00655,C0340726
DB01605,C1328304
DB01605,C0342788
DB13728,C0019360
DB13238,C1257877
DB13238,C0031511
DB13238,C4551683
DB13238,C1578905
DB13238,C1571912
DB00652,C0699757
DB00652,C0001969
DB15790,C0242205
DB15790,C1623040
DB15790,C1623041
DB00247,C1565489
DB00247,C0035078
DB00247,C0232807
DB01602,C0021345
DB00682,C0014121
DB00682,C0553977
DB09375,C0266807
DB01176,C0347950
DB01176,C0349790
DB01176,C1535059
DB01176,C0004096
DB12911,C0332798
DB12911,C0565627
DB12911,C0043250
DB02843,C0020626
DB02843,C0342342
DB02843,C1535002
DB10315,C0868560
DB10315,C0451636
DB10315,C0549206
DB13528,C0025945
DB13528,C0011875
DB00998,C0043202
DB00998,C0392470
DB00998,C1571879
DB00211,C1257877
DB00211,C0031511
DB00211,C4551683
DB00211,C1578905
DB00211,C1571912
DB12492,C0235063
DB22666,C0242205
DB22666,C1623040
DB22666,C1623041
DB13365,C0027709
DB13365,C1542837
DB08439,C0007820
DB08439,C0241832
DB08439,C0596298
DB08439,C1540602
DB00105,C4075847
DB00647,C0267474
DB00647,C0030446
DB00052,C1527390
DB00052,C0006118
DB12874,C0023976
DB01032,C0018939
DB01032,C0947743
DB01032,C1533163
DB04846,C0264906
DB11610,C0750897
DB11610,C0302369
DB11610,C0001957
DB09123,C0023903
DB09123,C0345904
DB13290,C0399461
DB04931,C1565489
DB04931,C0035078
DB04931,C0232807
DB04839,C1565489
DB04839,C0035078
DB04839,C0232807
DB00465,C0242205
DB00465,C1623040
DB00465,C1623041
DB00041,C0042514
DB00041,C5574657
DB00041,C5392971
DB00041,C2919575
DB00041,C0030590
DB00041,C0030591
DB01013,C0015405
DB00727,C0036974
DB00727,C0020683
DB00727,C0404971
DB01233,C0014544
DB01233,C0751111
DB01233,C0086237
DB01233,C0236018
DB13312,C0026269
DB13312,C0264766
DB14489,C0002896
DB00320,C0270860
DB00727,C5400441
DB00727,C2938913
DB06410,C0242154
DB06410,C1442839
DB00327,C0236124
DB08822,C0011849
DB08822,C1802373
DB08822,C0011880
DB14542,C0553576
DB13694,C1261287
DB06271,C1458140
DB06271,C0005779
DB12877,C1306571
DB12877,C0085605
DB01511,C0017605
DB16622,C0267071
DB16622,C0011168
DB16622,C0267072
DB16622,C3854283
DB16622,C1542154
DB15975,C0162565
DB13528,C5848306
DB13528,C5848305
DB00945,C0019087
DB00945,C1458140
DB00945,C0005779
DB13173,C3888473
DB00333,C0020440
DB04846,C0020649
DB04855,C2586056
DB04855,C0004238
DB00779,C5848306
DB00779,C5848305
DB06283,C0234558
DB00669,C0455536
DB01173,C0017601
DB01173,C0851705
DB00873,C0008049
DB04842,C0151559
DB04842,C0549249
DB13527,C0242205
DB13527,C1623040
DB13527,C1623041
DB00683,C0730607
DB06267,C0020538
DB06267,C0857121
DB06267,C0497247
DB06267,C2240377
DB01210,C0730607
DB09298,C0868560
DB09298,C0451636
DB09298,C0549206
DB10997,C0852077
DB00408,C0009421
DB00408,C0860634
DB13497,C1258215
DB13497,C4019039
DB13497,C0021843
DB00468,C0151878
DB00468,C0855333
DB00959,C0037278
DB00959,C5551358
DB02925,C0151595
DB02925,C3160741
DB15903,C0005395
DB06174,C0242205
DB06174,C1623040
DB06174,C1623041
DB01012,C0860967
DB01012,C3665624
DB01301,C1313983
DB01301,C0009763
DB01301,C1261274
DB01301,C0275586
DB01301,C1540864
DB01301,C0155141
DB01301,C0010043
DB01301,C0339219
DB13194,C0242205
DB13194,C1623040
DB13194,C1623041
DB14845,C0868560
DB14845,C0451636
DB14845,C0549206
DB00394,C0041309
DB11609,C0750897
DB11609,C0302369
DB11609,C0001957
DB00620,C0553576
DB16617,C0019147
DB16617,C1542006
DB06712,C0003507
DB00586,C0021390
DB00586,C1542737
DB00586,C1384680
DB00592,C0014544
DB00592,C0751111
DB00592,C0086237
DB00592,C0236018
DB01128,C0868560
DB01128,C0451636
DB01128,C0549206
DB00539,C0151878
DB00539,C0855333
DB00216,C0085096
DB00216,C1306889
DB09093,C0037284
DB09093,C1541749
DB00280,C0036980
DB04951,C3266719
DB00663,C0001144
DB00663,C0702166
DB00663,C1571780
DB00663,C1535004
DB00258,C0020437
DB00258,C0026141
DB00258,C1809471
DB00258,C1535536
DB01006,C0868560
DB01006,C0451636
DB01006,C0549206
DB00241,C5848306
DB00241,C5848305
DB15998,C0151714
DB01301,C0028840
DB01301,C0017614
DB01301,C0234708
DB01301,C1536291
DB01301,C1536290
DB08985,C0544618
DB05667,C0494165
DB05667,C0856554
DB06816,C0021843
DB06816,C4553808
DB06816,C1579845
DB15903,C1868885
DB15903,C0020538
DB00373,C0085610
DB09318,C0149871
DB09318,C0151950
DB09318,C0340708
DB09318,C1535070
DB16791,C0023890
DB16791,C1579182
DB01190,C0156146
DB01190,C0010346
DB01190,C0678202
DB00169,C1442839
DB00343,C0264906
DB00216,C2349454
DB00216,C2349453
DB00216,C0270862
DB00523,C0020579
DB00655,C1735856
DB00655,C0154723
DB01087,C0409974
DB01087,C0024141
DB01019,C1449647
DB01019,C1449646
DB01019,C0031154
DB00867,C0020542
DB00867,C0152171
DB00921,C0699757
DB00921,C0001969
DB03209,C0242205
DB03209,C1623040
DB03209,C1623041
DB00621,C0678222
DB00621,C0006142
DB13619,C0521587
DB00907,C0014544
DB00907,C0751111
DB00907,C0086237
DB00907,C0236018
DB13322,C0085682
DB13322,C0860987
DB13322,C0877517
DB00001,C0600502
DB13612,C1565489
DB13612,C0035078
DB13612,C0232807
DB16021,C0014544
DB16021,C0751111
DB16021,C0086237
DB16021,C0236018
DB00717,C0678222
DB00717,C0006142
DB13946,C0678222
DB13946,C0006142
DB14678,C0151744
DB14678,C0010054
DB14678,C2003997
DB04573,C1861172
DB04573,C0340726
DB09083,C0221047
DB09083,C0428908
DB09083,C0037052
DB09083,C1579172
DB01232,C2973725
DB01576,C0017601
DB01576,C0851705
DB08932,C0868560
DB08932,C0451636
